,country,city,status,open_date,lat,long
44,China,Ankang,OPEN,2021-01-22,32.697784,109.030447
45,China,Beijing,OPEN,2021-01-22,39.751717,116.147136
46,China,Beijing,OPEN,2021-01-22,40.150571,116.609561
47,China,Wenzhou,OPEN,2021-01-22,28.048853,120.862025
48,China,Shanghai,OPEN,2021-01-22,31.285578,121.173937
49,China,Shanghai,OPEN,2021-01-22,31.156717,121.236863
50,China,Hangzhou,OPEN,2021-01-22,30.272788,120.15048
51,China,Zhuhai,OPEN,2021-01-22,22.379412,113.567859
52,China,Wanning,OPEN,2021-01-22,18.678209,110.361979
53,China,Shenzhen,OPEN,2021-01-22,22.612048,114.068727
54,China,Guangzhou,OPEN,2021-01-22,23.062345,113.305331
55,China,Shenzhen,OPEN,2021-01-22,22.638667,114.137622
56,China,Guangzhou,OPEN,2021-01-22,23.013109,113.359129
57,China,Ningbo,OPEN,2021-01-22,29.955014,121.607438
58,China,Chongqing,OPEN,2021-01-22,29.648169,106.554915
59,China,Nanjing,OPEN,2021-01-22,32.091944,118.818111
60,China,Xiamen,OPEN,2021-01-22,24.481032,118.118066
61,China,Shenzhen,OPEN,2021-01-22,22.662343,114.083533
62,China,Changsha,OPEN,2021-01-22,28.257408,112.98579
63,China,Guangzhou,OPEN,2021-01-22,23.088676,113.285731
64,China,Shanghai,OPEN,2021-01-22,31.217544,121.483284
65,China,Qingdao,OPEN,2021-01-22,36.096741,120.385897
66,China,Hangzhou,OPEN,2021-01-22,30.284801,120.160432
67,China,Chengdu,OPEN,2021-01-22,30.538015,104.103917
68,China,Kunming,OPEN,2021-01-22,25.058014,102.746582
69,China,Chengdu,OPEN,2021-01-22,30.583752,104.247186
70,China,Beijing,OPEN,2021-01-22,39.895152,116.66517
71,China,Xi'an,OPEN,2021-01-22,34.19896,108.887329
72,China,Hangzhou,OPEN,2021-01-22,30.303073,120.22139
73,China,Hangzhou,OPEN,2021-01-22,30.32526,120.115646
74,China,Suzhou,OPEN,2021-01-22,31.325766,120.716628
75,Canada,Collingwood,OPEN,2021-01-21,44.50884,-80.238819
76,Taiwan,Yilan County,OPEN,2021-01-20,24.7476826,121.7629552
77,Taiwan,Taipei City,OPEN,2021-01-20,25.056849,121.614709
78,USA,Davis,OPEN,2021-01-20,38.542553,-121.725827
79,Canada,Bancroft,OPEN,2021-01-15,45.084313,-77.861116
80,USA,Concord,OPEN,2021-01-15,37.969947,-122.058491
81,USA,Tappahannock,OPEN,2021-01-14,37.903836,-76.865734
82,USA,Rehoboth Beach,OPEN,2021-01-07,38.712542,-75.10381
83,France,Nice,OPEN,2021-01-07,43.727745,7.186437
84,USA,San Mateo,OPEN,2021-01-06,37.533306,-122.327472
85,USA,Wells,OPEN,2021-01-02,41.101369,-114.956259
86,USA,Goldsboro,OPEN,2020-12-31,35.386452,-77.948309
87,USA,Salem,OPEN,2020-12-31,37.271756,-80.037063
88,China,Shanghai,OPEN,2020-12-30,31.244585,121.452911
89,USA,Hagerstown,OPEN,2020-12-30,39.608895,-77.750802
90,Canada,Princeton,OPEN,2020-12-26,49.457882,-120.506224
91,USA,Irvine,OPEN,2020-12-26,33.684357,-117.851746
92,Canada,Canmore,OPEN,2020-12-26,51.096694,-115.35779
93,Germany,München,OPEN,2020-12-24,48.147904,11.465776
94,United Arab Emirates,Dubai,OPEN,2020-12-24,24.913898,54.961102
95,USA,Granada Hills,OPEN,2020-12-24,34.266172,-118.524155
96,China,Tsing Yi,OPEN,2020-12-23,22.362093,114.102924
97,USA,Cedar City,OPEN,2020-12-23,37.606299,-113.161244
98,Germany,Nürburg,OPEN,2020-12-23,50.331382,6.945171
99,China,Urumqi,OPEN,2020-12-23,43.87979,87.57623
100,USA,Entiat,OPEN,2020-12-23,47.684662,-120.206959
101,Germany,Weibersbrunn,OPEN,2020-12-23,49.934792,9.353691
102,USA,Knoxville,OPEN,2020-12-22,35.959109,-83.916658
103,Austria,Asten,OPEN,2020-12-22,48.2212,14.407208
104,Germany,Lippetal,OPEN,2020-12-22,51.695531,7.96733
105,USA,Montrose,OPEN,2020-12-18,38.481242,-107.876472
106,France,Vouillé,OPEN,2020-12-18,46.298292,-0.375188
107,Australia,Harwood,OPEN,2020-12-18,-29.426979,153.239215
108,USA,Williamsburg,OPEN,2020-12-18,37.266487,-76.676613
109,Germany,Erharting,OPEN,2020-12-18,48.282736,12.554843
110,USA,Winter Garden,OPEN,2020-12-18,28.551646,-81.584416
111,Norway,Notodden,OPEN,2020-12-17,59.566378,9.219203
112,Italy,Arese,OPEN,2020-12-17,45.563508,9.052541
113,USA,Malibu,OPEN,2020-12-17,34.036024,-118.684095
114,United Kingdom,Edinburgh,OPEN,2020-12-17,55.93391,-3.407749
115,USA,Greenbrae,OPEN,2020-12-16,37.944776,-122.522706
116,United Kingdom,Crawley,OPEN,2020-12-16,51.135183,-0.191314
117,Norway,Vestby,OPEN,2020-12-16,59.602863,10.741169
118,Netherlands,Meerkerk,OPEN,2020-12-16,51.899615,4.982857
119,Sweden,Jokkmokk,OPEN,2020-12-15,66.605666,19.824713
120,USA,Millstone,OPEN,2020-12-15,40.15767,-74.430151
121,USA,Greenfield,OPEN,2020-12-15,36.32925,-121.245444
122,USA,Glen Mills,OPEN,2020-12-14,39.883186,-75.534198
123,USA,Petersburg,OPEN,2020-12-12,37.1906,-77.3663
124,USA,Montauk,OPEN,2020-12-11,41.035822,-71.943868
125,USA,Riverhead,OPEN,2020-12-11,40.923322,-72.702788
126,Japan,Kawaguchi,OPEN,2020-12-11,35.832459,139.735628
127,USA,Seattle,OPEN,2020-12-11,47.662639,-122.374975
128,France,Sainte-Hermine,OPEN,2020-12-11,46.5732276,-1.117874
129,USA,Lexington,OPEN,2020-12-10,35.800189,-80.288565
130,United Kingdom,Aberdeen,OPEN,2020-12-10,57.1103,-2.0925
131,Sweden,Kristinehamn,OPEN,2020-12-09,59.314807,14.147564
132,Germany,Knetzgau,OPEN,2020-12-09,49.981648,10.554985
133,United Kingdom,Banbury,OPEN,2020-12-08,52.073571,-1.342005
134,New Zealand,Mount Wellington,OPEN,2020-12-08,-36.914103,174.840171
135,USA,Lisbon,OPEN,2020-12-08,41.58569,-71.991059
136,United Kingdom,"Springfield, Chelmsford",OPEN,2020-12-08,51.7503,0.5114
137,USA,Seattle,OPEN,2020-12-07,47.6066581,-122.3371498
138,USA,Peachtree Corners,OPEN,2020-12-04,33.978802,-84.214918
139,USA,Irvine,OPEN,2020-12-04,33.689828,-117.769439
140,United Kingdom,Braintree,OPEN,2020-12-04,51.8526,0.5224
141,Slovakia,Košice,OPEN,2020-12-03,48.695112,21.235596
142,New Zealand,Whangarei,OPEN,2020-12-02,-35.725282,174.31861
143,Germany,Ellwangen,OPEN,2020-12-01,48.959165,10.173534
144,Austria,Biberwier,OPEN,2020-11-30,47.372431,10.886093
145,China,Tuen Mun,OPEN,2020-11-28,22.396887,113.968827
146,Norway,Leira i Valdres,OPEN,2020-11-27,60.969587,9.29115
147,USA,Washington DC,OPEN,2020-11-26,38.92225,-76.953333
148,USA,Gilroy,OPEN,2020-11-26,37.000817,-121.554338
149,USA,St. George,OPEN,2020-11-25,37.077652,-113.583912
150,USA,Salt Lake City,OPEN,2020-11-25,40.746393,-111.900534
151,USA,Fresno,OPEN,2020-11-24,36.832164,-119.908341
152,New Zealand,Mangaweka,OPEN,2020-11-24,-39.809731,175.788451
153,USA,Oakland,OPEN,2020-11-22,37.794153,-122.272578
154,USA,Austin,OPEN,2020-11-21,30.4023,-97.7247
155,China,Hong Kong,OPEN,2020-11-20,22.262361,114.130851
156,USA,Falls Church,OPEN,2020-11-20,38.902472,-77.203588
157,USA,Santa Ana,OPEN,2020-11-20,33.748796,-117.866115
158,USA,Emeryville,OPEN,2020-11-20,37.840449,-122.293936
159,USA,Woodland,OPEN,2020-11-19,38.671368,-121.723893
160,USA,Traver,OPEN,2020-11-18,36.44881,-119.486404
161,USA,San Diego,OPEN,2020-11-18,32.818922,-117.179792
162,USA,Bishop,OPEN,2020-11-18,37.360397,-118.396963
163,Norway,Varangerbotn,OPEN,2020-11-18,70.172139,28.555323
164,USA,Fremont,OPEN,2020-11-18,37.502482,-121.968927
165,Netherlands,Zuidbroek,OPEN,2020-11-18,53.169573,6.853042
166,USA,Cupertino,OPEN,2020-11-17,37.324722,-122.03684
167,USA,Hesperia,OPEN,2020-11-17,34.424864,-117.385861
168,Switzerland,Obfelden,OPEN,2020-11-14,47.272015,8.437738
169,Switzerland,Affoltern am Albis,OPEN,2020-11-14,47.27111,8.43981
170,USA,Stockton,OPEN,2020-11-13,37.984978,-121.335924
171,USA,Firebaugh,OPEN,2020-11-13,36.639287,-120.625451
172,USA,Palm Coast,OPEN,2020-11-13,29.475857,-81.206442
173,Mexico,Tepatitlán de Morelos,OPEN,2020-11-12,20.8102828,-102.7777501
174,France,Tinqueux,OPEN,2020-11-09,49.252877,3.975955
175,Iceland,Staður,OPEN,2020-11-09,65.14441,-21.083849
176,United Kingdom,Birmingham,OPEN,2020-11-09,52.4713,-1.8742
177,USA,Water Mill,OPEN,2020-11-08,40.912008,-72.352969
178,USA,Buffalo Grove,OPEN,2020-11-07,42.168699,-87.923841
179,USA,San Jose,OPEN,2020-11-07,37.417281,-121.956897
180,USA,Rowland Heights,OPEN,2020-11-07,33.991811,-117.92803
181,Germany,Wörth an der Isar,OPEN,2020-11-06,48.625639,12.320222
182,USA,Playa Vista,OPEN,2020-11-06,33.977104,-118.417167
183,USA,Salem,OPEN,2020-11-05,44.93894,-122.987919
184,USA,Jackson,OPEN,2020-11-05,38.347998,-120.7766
185,USA,Hillsboro,OPEN,2020-11-05,45.538579,-122.866166
186,France,Labouheyre,OPEN,2020-11-05,44.2028103,-0.9268266
187,USA,Hilton Head Island,OPEN,2020-11-05,32.15369,-80.767933
188,USA,Medford,OPEN,2020-11-04,42.347992,-122.878882
189,Belgium,Rhisnes,OPEN,2020-11-02,50.485513,4.7961364
190,USA,Daytona Beach,OPEN,2020-11-01,29.183314,-81.07889
191,USA,Lacey,OPEN,2020-10-30,47.0427557461906,-122.836407423019
192,USA,Aurora,OPEN,2020-10-30,41.769119,-88.208105
193,USA,Hartford,OPEN,2020-10-30,41.788236,-72.65582
194,Spain,Benavente,OPEN,2020-10-29,42.0076352,-5.6633678
195,USA,North Charleston,OPEN,2020-10-29,32.872626,-80.015535
196,China,Tung Chung,OPEN,2020-10-29,22.290402,113.940136
197,Spain,Lugo,OPEN,2020-10-28,43.0364661,-7.5690078
198,USA,Claymont,OPEN,2020-10-28,39.794589561233245,-75.46957254409
199,Canada,Nepean,OPEN,2020-10-23,45.32191,-75.835509
200,USA,Pittsburgh,OPEN,2020-10-21,40.456432,-79.934125
201,Slovenia,Kozina,OPEN,2020-10-20,45.607387,13.931518
202,USA,Palmdale,OPEN,2020-10-19,34.606207,-118.151386
203,France,Saint-Victor,OPEN,2020-10-19,46.37831,2.586475
204,USA,Titusville,OPEN,2020-10-18,28.552782,-80.840594
205,USA,Lincoln,OPEN,2020-10-15,38.869969,-121.303187
206,USA,Gettysburg,OPEN,2020-10-15,39.844127,-77.19905
207,Norway,Vøringsfossen,OPEN,2020-10-14,60.41054,7.325091
208,USA,Baltimore,OPEN,2020-10-13,39.274972,-76.563528
209,Italy,Grosseto,OPEN,2020-10-12,42.789258,11.115675
210,USA,Valdosta,OPEN,2020-10-11,30.81732,-83.320889
211,USA,Brighton,OPEN,2020-10-08,39.971722,-104.748972
212,Germany,Hilden,OPEN,2020-10-08,51.191263,6.937104
213,USA,Minneapolis,OPEN,2020-10-07,45.004609,-93.229542
214,France,Grand Font,OPEN,2020-10-07,45.152092,0.791146
215,USA,Hawthorne,OPEN,2020-10-05,33.923198,-118.322218
216,USA,Superior,OPEN,2020-10-02,39.9548017,-105.1646291
217,USA,Fort Pierce,OPEN,2020-10-02,27.416538,-80.381845
218,Netherlands,Uden,OPEN,2020-10-01,51.6714,5.6031
219,USA,San Clemente,OPEN,2020-10-01,33.463091,-117.60783
220,United Kingdom,Inverness,OPEN,2020-10-01,57.481303,-4.226404
221,USA,Sacramento,OPEN,2020-09-30,38.533691,-121.4961
222,United Kingdom,Salisbury,OPEN,2020-09-29,51.1771,-1.7564
223,Netherlands,Leusden,OPEN,2020-09-29,52.1438244,5.4169032
224,USA,Great Barrington,OPEN,2020-09-26,42.180663,-73.364632
225,Taiwan,"Beitou District, Taipei City",OPEN,2020-09-25,25.1285,121.498
226,United Kingdom,Fort William,OPEN,2020-09-24,56.821388,-5.103697
227,USA,Simi Valley,OPEN,2020-09-22,34.272167,-118.797139
228,South Korea,Busan,OPEN,2020-09-19,35.188372,129.110238
229,USA,Jacksonville,OPEN,2020-09-19,30.307077,-81.847887
230,Switzerland,Bulle,OPEN,2020-09-19,46.624995,7.037417
231,Canada,Kincardine,OPEN,2020-09-18,44.172613,-81.615962
232,USA,Kinston,OPEN,2020-09-18,35.26079,-77.649666
233,USA,Santa Clara,OPEN,2020-09-17,37.394816,-121.945157
234,Germany,Eschborn,OPEN,2020-09-16,50.1343207,8.5607616
235,USA,Las Vegas,OPEN,2020-09-15,36.165908,-115.158343
236,Taiwan,"Sanmin District, Kaohsiung City",OPEN,2020-09-15,22.656359,120.3151366
237,USA,Chillicothe,OPEN,2020-09-12,39.35835,-82.977277
238,Germany,Berlin,OPEN,2020-09-10,52.480894,13.355937
239,USA,Lady Lake,OPEN,2020-09-09,28.917179,-81.923031
240,USA,Nashville,OPEN,2020-09-06,36.042377,-86.777844
241,Taiwan,"Xizhi District, New Taipei City",OPEN,2020-09-06,25.074837,121.6378285
242,USA,Conifer,OPEN,2020-09-05,39.544083,-105.289972
243,USA,Rutland,OPEN,2020-09-05,43.617562,-72.957208
244,USA,Paso Robles,OPEN,2020-09-04,35.645482,-120.660047
245,USA,Cerritos,OPEN,2020-09-04,33.8643904,-118.0915723
246,USA,Ozark,OPEN,2020-09-04,35.5238,-93.8636
247,USA,Sausalito,OPEN,2020-09-03,37.872835,-122.510499
248,USA,Ontario,OPEN,2020-09-03,44.025818,-116.942521
249,Norway,Aksdal,OPEN,2020-09-03,59.421338,5.443543
250,USA,Lakeland,OPEN,2020-09-03,28.0979989,-81.9746033
251,Germany,Hermsdorf,OPEN,2020-09-01,50.889767,11.871249
252,USA,San Jose,OPEN,2020-08-29,37.300551,-121.825198
253,USA,Patterson,OPEN,2020-08-29,37.466496,-121.174403
254,USA,Panama City Beach,OPEN,2020-08-28,30.211432,-85.849367
255,USA,Minnetonka,OPEN,2020-08-27,44.9698145,-93.4478659
256,United Kingdom,Wyboston,OPEN,2020-08-25,52.2024,-0.2915
257,USA,Elizabeth,OPEN,2020-08-25,40.662806,-74.173611
258,Portugal,Almancil,OPEN,2020-08-24,37.097586,-7.9978675
259,China,"Tseung Kwan O, New Territories",OPEN,2020-08-23,22.296873,114.269887
260,USA,Ashland,OPEN,2020-08-21,43.698101,-71.640119
261,Germany,Wismar,OPEN,2020-08-20,53.878994,11.454682
262,USA,Brunswick,OPEN,2020-08-18,31.245874,-81.501667
263,Mexico,Morelia,OPEN,2020-08-14,19.84131,-101.024823
264,USA,San Francisco,OPEN,2020-08-14,37.781296,-122.421394
265,France,Les Herbiers,OPEN,2020-08-11,46.889425,-1.034616
266,USA,Kremmling,OPEN,2020-08-08,40.059575,-106.387881
267,USA,Los Altos,OPEN,2020-08-07,37.398894,-122.110682
268,Canada,Peterborough,OPEN,2020-08-06,44.28343,-78.332347
269,USA,Washington,OPEN,2020-08-05,40.1873056,-80.2293889
270,United Kingdom,Leeds,OPEN,2020-08-05,53.784591281445174,-1.532506942749
271,United Kingdom,Wolverhampton,OPEN,2020-08-05,52.644074,-2.054209
272,USA,Chula Vista,OPEN,2020-08-04,32.649168,-116.9676
273,France,Champniers,OPEN,2020-07-31,45.6944312,0.1788031
274,USA,Springfield,OPEN,2020-07-30,40.717706,-74.329462
275,USA,Deptford,OPEN,2020-07-29,39.833413,-75.097737
276,Spain,Fuentespina,OPEN,2020-07-29,41.62361,-3.687539
277,Iceland,Reykjavik,OPEN,2020-07-27,64.117675,-21.899378
278,USA,Katy,OPEN,2020-07-24,29.774658,-95.821859
279,Netherlands,Middelburg,OPEN,2020-07-24,51.4802623,3.6364364
280,Italy,Forlì,OPEN,2020-07-23,44.242877,12.081828
281,Denmark,Ikast,OPEN,2020-07-22,56.121583,9.172972
282,USA,Elk Grove,OPEN,2020-07-21,38.409389,-121.391028
283,Canada,Perth,OPEN,2020-07-20,44.908247,-76.265416
284,USA,Santa Cruz,OPEN,2020-07-18,36.978635,-122.013968
285,Netherlands,Akersloot,OPEN,2020-07-16,52.547626,4.722645
286,Norway,Svolvær,OPEN,2020-07-16,68.233259,14.560533
287,USA,Vienna,OPEN,2020-07-16,38.895195,-77.273938
288,Mexico,Villa Hidalgo,OPEN,2020-07-15,22.51993,-100.664291
289,USA,South Riding,OPEN,2020-07-15,38.9137222,-77.4869722
290,USA,Modesto,OPEN,2020-07-13,37.694343,-121.064215
291,Netherlands,Apeldoorn,OPEN,2020-07-09,52.205041,6.016368
292,USA,Bothell,OPEN,2020-07-09,47.767606,-122.191712
293,USA,Lake Placid,OPEN,2020-07-08,44.294797,-74.010526
294,USA,Heyburn,OPEN,2020-07-08,42.56159,-113.790261
295,Taiwan,"West Central District, Tainan City",OPEN,2020-07-04,22.990136,120.200944
296,Japan,Nayoga-Shi,OPEN,2020-07-03,35.160779,136.984593
297,USA,El Cerrito,OPEN,2020-07-03,37.898575,-122.30073
298,Netherlands,Rijswijk,OPEN,2020-07-03,52.048281,4.349134
299,USA,Evansville,OPEN,2020-07-02,42.846691,-106.214485
300,USA,Gallatin Gateway,OPEN,2020-07-02,45.2606761,-111.3062058
301,USA,Beaumont,OPEN,2020-07-02,33.922543,-116.949167
302,USA,Chicago,OPEN,2020-07-02,41.99870660096533,-87.888457775115
303,USA,Louisville,OPEN,2020-07-01,38.299,-85.556056
304,Norway,Stathelle,OPEN,2020-06-30,58.971256,9.512438
305,United Kingdom,Colchester,OPEN,2020-06-30,51.8807,0.7889
306,Taiwan,"Da’an District, Taipei City",OPEN,2020-06-29,25.020459,121.543099
307,USA,Great Falls,OPEN,2020-06-27,47.48295,-111.337681
308,USA,Reston,OPEN,2020-06-26,38.949021,-77.339711
309,USA,Helena,OPEN,2020-06-26,46.618173,-112.007628
310,USA,White Marsh,OPEN,2020-06-26,39.373985,-76.443133
311,USA,Farmville,OPEN,2020-06-25,37.271854,-78.401442
312,USA,Bethel,OPEN,2020-06-24,44.424871,-70.796608
313,USA,Freehold,OPEN,2020-06-24,40.238319,-74.228021
314,United Kingdom,Wolverhampton,OPEN,2020-06-23,52.644063,-2.058389
315,USA,Bismarck,OPEN,2020-06-20,46.832972,-100.807222
316,USA,Flossmoor,OPEN,2020-06-19,41.529391,-87.709287
317,USA,Glendive,OPEN,2020-06-19,47.127042,-104.694456
318,USA,Oakland,OPEN,2020-06-18,37.746403,-122.195614
319,USA,Miles City,OPEN,2020-06-18,46.390475,-105.823359
320,USA,Dickinson,OPEN,2020-06-17,46.901222,-102.790822
321,USA,Jamestown,OPEN,2020-06-17,46.88465891260407,-98.719555735588
322,USA,Buena Park,OPEN,2020-06-17,33.86044,-117.996347
323,USA,Englewood,OPEN,2020-06-14,39.567218,-104.877928
324,USA,Hardeeville,OPEN,2020-06-13,32.27012485,-81.08084499
325,USA,Miami,OPEN,2020-06-11,25.693198,-80.304898
326,USA,Mackinaw City,OPEN,2020-06-10,45.77225,-84.7265
327,USA,Hermosa Beach,OPEN,2020-06-10,33.864955,-118.394819
328,USA,Pismo Beach,OPEN,2020-06-08,35.136408,-120.628662
329,USA,Richmond,OPEN,2020-05-30,37.898736,-122.308672
330,USA,Kelso,OPEN,2020-05-29,46.143403,-122.899225
331,USA,Fargo,OPEN,2020-05-29,46.843601,-96.882492
332,USA,Easton,OPEN,2020-05-28,38.759257,-76.061405
333,USA,Emporia,OPEN,2020-05-28,38.414266,-96.216714
334,USA,St. Louis Park,OPEN,2020-05-27,44.935964,-93.347857
335,USA,Hyannis,OPEN,2020-05-20,41.676619,-70.307049
336,USA,Bensalem,OPEN,2020-05-19,40.124944,-74.963908
337,USA,Willow Beach,OPEN,2020-05-13,35.7,-114.476782
338,USA,Manteca,OPEN,2020-05-09,37.795975,-121.19771
339,USA,Goleta,OPEN,2020-05-06,34.427015,-119.871768
340,USA,Gilman,OPEN,2020-05-06,40.752202,-87.996464
341,USA,Schertz,OPEN,2020-05-02,29.598455,-98.276067
342,Poland,Nowa Wieś,OPEN,2020-04-25,50.089246,22.045561
343,USA,Deltona,OPEN,2020-04-25,28.9498974,-81.2508045
344,Norway,Mosjøen,OPEN,2020-04-24,65.841737,13.187839
345,USA,Canaan,OPEN,2020-04-17,42.024331,-73.322684
346,USA,Revere,OPEN,2020-04-11,42.398547,-71.00021
347,USA,Richmond,OPEN,2020-04-08,39.868255,-84.886326
348,USA,Fort Lauderdale,OPEN,2020-04-06,26.120885,-80.177098
349,Australia,Gympie,OPEN,2020-04-06,-26.188285,152.661475
350,Canada,Niagara Falls,OPEN,2020-04-03,43.116772,-79.124184
351,Taiwan,Xiulin Township,OPEN,2020-03-31,24.3013591,121.7513107
352,USA,Lakewood,OPEN,2020-03-31,39.733697,-105.154154
353,Canada,Kitchener,OPEN,2020-03-31,43.461295,-80.472305
354,China,"Wuhou District, Chengdu",OPEN,2020-03-31,30.6258049,103.988644
355,China,Xindu District 3,OPEN,2020-03-31,30.8138103,104.1591601
356,Australia,Camberwell,OPEN,2020-03-31,-37.828879,145.056387
357,Japan,Osaka,OPEN,2020-03-31,34.757218,135.461799
358,USA,Forks,OPEN,2020-03-30,47.942522,-124.384748
359,Poland,Katowice,OPEN,2020-03-30,50.220179,18.990308
360,China,Minhang District,OPEN,2020-03-29,31.188757751934183,121.40182256698
361,USA,Novato,OPEN,2020-03-28,38.089447,-122.551755
362,USA,Emeryville,OPEN,2020-03-28,37.837506,-122.295407
363,USA,Mission Viejo,OPEN,2020-03-25,33.557279,-117.668035
364,USA,San Antonio,OPEN,2020-03-25,29.665289,-98.633387
365,USA,Vancouver,OPEN,2020-03-24,45.659872,-122.582467
366,Canada,London,OPEN,2020-03-24,42.917358,-81.208505
367,USA,Tacna,OPEN,2020-03-24,32.690622,-113.953578
368,USA,Michigan City,OPEN,2020-03-24,41.673833,-86.891234
369,United Kingdom,Bristol,OPEN,2020-03-23,51.522889,-2.609222
370,USA,Fishkill,OPEN,2020-03-22,41.52727858284335,-73.893152475357
371,USA,Tumwater,OPEN,2020-03-21,46.952944,-122.935111
372,USA,Northbrook,OPEN,2020-03-18,42.107745,-87.802496
373,Canada,Abbotsford,OPEN,2020-03-16,49.0580075,-122.378125
374,USA,Vero Beach,OPEN,2020-03-16,27.6400894,-80.5135068
375,USA,Lancaster,OPEN,2020-03-14,40.052622,-76.254776
376,Serbia,Aleksinac,OPEN,2020-03-13,43.528789,21.709381
377,Serbia,Beograd,OPEN,2020-03-13,44.711568,20.562039
378,Norway,Lierskogen,OPEN,2020-03-12,59.808633,10.299023
379,Bulgaria,Plovdiv,OPEN,2020-03-11,42.144521,24.768837
380,USA,New London,OPEN,2020-03-07,41.370726,-72.119398
381,USA,Washington,OPEN,2020-03-06,38.91655,-77.066175
382,Australia,Macquarie Park,OPEN,2020-03-05,-33.777217,151.12088
383,USA,Chestertown,OPEN,2020-03-05,43.665802,-73.784266
384,Australia,South Toowoomba,OPEN,2020-03-04,-27.577891,151.946812
385,China,Beijing,OPEN,2020-02-29,39.982954,116.452092
386,USA,Thornton,OPEN,2020-02-28,39.914711,-104.986758
387,USA,Copiague,OPEN,2020-02-27,40.688444,-73.4055
388,USA,Deerfield Beach,OPEN,2020-02-25,26.317736,-80.119643
389,USA,Williamsport,OPEN,2020-02-25,41.2328,-77.019865
390,France,Buchelay,OPEN,2020-02-25,48.990167,1.671528
391,USA,Bloomington,OPEN,2020-02-25,39.166222,-86.579116
392,USA,Riverside,OPEN,2020-02-25,33.939957,-117.282508
393,USA,Kokomo,OPEN,2020-02-25,40.475169,-86.101306
394,USA,Lowell,OPEN,2020-02-21,36.255329,-94.152637
395,USA,Maple Shade,OPEN,2020-02-21,39.937134,-74.970511
396,Norway,Gol,OPEN,2020-02-21,60.697433,8.953477
397,USA,Ashburn,OPEN,2020-02-20,39.008466,-77.504972
398,USA,Clearwater,OPEN,2020-02-18,28.013295,-82.736244
399,USA,Roseville,OPEN,2020-02-18,38.767949,-121.263356
400,Japan,Hiroshima,OPEN,2020-02-15,34.372844,132.404382
401,Belgium,Remouchamps,OPEN,2020-02-15,50.484271,5.70141
402,USA,Ochopee,OPEN,2020-02-14,26.173437,-80.855101
403,USA,South San Francisco,OPEN,2020-02-14,37.655243,-122.401321
404,USA,Alexandria,OPEN,2020-02-14,45.850405,-95.388969
405,USA,Lafayette,OPEN,2020-02-13,30.265264,-91.994232
406,Sweden,Storlien,OPEN,2020-02-13,63.31038,12.109508
407,Sweden,Borlänge,OPEN,2020-02-11,60.478749,15.438795
408,USA,Meriden,OPEN,2020-02-09,41.527018,-72.773982
409,USA,Buffalo,OPEN,2020-02-08,42.90741,-78.762239
410,USA,Madison,OPEN,2020-02-07,38.34664,-78.286103
411,USA,Oneonta,OPEN,2020-02-07,42.447575,-75.048622
412,USA,West Ocean City,OPEN,2020-02-07,38.335586,-75.104509
413,USA,Grove City,OPEN,2020-02-07,41.143778,-80.157055
414,USA,Idaho Springs,OPEN,2020-02-06,39.741549,-105.518358
415,USA,Lynchburg,OPEN,2020-02-06,37.32486,-79.190523
416,Canada,Chicoutimi,OPEN,2020-02-01,48.401913,-71.062556
417,USA,Madison,OPEN,2020-01-30,41.2900852,-72.5803292
418,USA,Madison,OPEN,2020-01-30,41.2915926,-72.5790793
419,USA,Scotts Valley,OPEN,2020-01-30,37.047608,-122.027743
420,USA,Miami,OPEN,2020-01-30,25.7485018,-80.3084064
421,USA,Marianna,OPEN,2020-01-29,30.716016,-85.184269
422,USA,North Bethesda,OPEN,2020-01-28,39.050339,-77.11657
423,USA,Swartz Creek,OPEN,2020-01-28,42.96744,-83.828794
424,USA,Flushing,OPEN,2020-01-28,40.760821,-73.829676
425,Canada,Richmond,OPEN,2020-01-28,49.170013,-123.138776
426,USA,New York,OPEN,2020-01-28,40.714062,-74.015837
427,Taiwan,Zhubei City,OPEN,2020-01-27,24.807265,121.036114
428,Germany,Pfaffenhofen an der Ilm,OPEN,2020-01-25,48.518159,11.562124
429,USA,Rockville,OPEN,2020-01-25,39.085997,-77.149696
430,Germany,Rauenberg,OPEN,2020-01-17,49.273806,8.695444
431,Poland,Warsaw,OPEN,2020-01-16,52.207827,21.029574
432,USA,Wareham,OPEN,2020-01-15,41.775093,-70.744321
433,Poland,Radom,OPEN,2020-01-15,51.379569,21.125477
434,USA,Kissimmee,OPEN,2020-01-13,28.34551,-81.604567
435,USA,Chestnut Hill,OPEN,2020-01-10,42.322031,-71.172395
436,USA,Alpharetta,OPEN,2020-01-08,34.071582,-84.275404
437,USA,Moses Lake,OPEN,2020-01-03,47.103505,-119.310203
438,USA,Skowhegan,OPEN,2020-01-01,44.780304,-69.727027
439,South Korea,Seoul,OPEN,2019-12-31,37.499873,127.032354
440,USA,Staten Island,OPEN,2019-12-31,40.527562,-74.231359
441,Taiwan,Taibao City,OPEN,2019-12-27,23.496492,120.387577
442,USA,Rochester,OPEN,2019-12-26,43.310917,-70.993265
443,Iceland,Reykjavík,OPEN,2019-12-26,64.124411,-21.776826
444,USA,New River,OPEN,2019-12-25,33.91578,-112.14417
445,South Korea,Busan,OPEN,2019-12-24,35.219392,128.988331
446,South Korea,Busan,OPEN,2019-12-24,35.148279,129.065439
447,South Korea,Incheon,OPEN,2019-12-24,37.378678,126.662796
